,frontend_cpu_system_usage,frontend_cpu_user_usage,frontend_memory_usage,frontend_memory_max_usage,frontend_pod_restarts_total,cartservice_cpu_usage,cartservice_cpu_system_usage,cartservice_cpu_user_usage,cartservice_memory_usage,cartservice_memory_max_usage,cartservice_pod_restarts_total,productcatalogservice_cpu_usage,productcatalogservice_cpu_system_usage,productcatalogservice_cpu_user_usage,productcatalogservice_memory_usage,productcatalogservice_memory_max_usage,productcatalogservice_pod_restarts_total,currencyservice_cpu_usage,currencyservice_cpu_system_usage,currencyservice_cpu_user_usage,currencyservice_memory_usage,currencyservice_memory_max_usage,currencyservice_pod_restarts_total,paymentservice_cpu_usage,paymentservice_cpu_system_usage,paymentservice_cpu_user_usage,paymentservice_memory_usage,paymentservice_memory_max_usage,paymentservice_pod_restarts_total,shippingservice_cpu_usage,shippingservice_cpu_system_usage,shippingservice_cpu_user_usage,shippingservice_memory_usage,shippingservice_memory_max_usage,shippingservice_pod_restarts_total,emailservice_cpu_usage,emailservice_cpu_system_usage,emailservice_cpu_user_usage,emailservice_memory_usage,emailservice_memory_max_usage,emailservice_pod_restarts_total,checkoutservice_cpu_usage,checkoutservice_cpu_system_usage,checkoutservice_cpu_user_usage,checkoutservice_memory_usage,checkoutservice_memory_max_usage,checkoutservice_pod_restarts_total,recommendationservice_cpu_usage,recommendationservice_cpu_system_usage,recommendationservice_cpu_user_usage,recommendationservice_memory_usage,recommendationservice_memory_max_usage,recommendationservice_pod_restarts_total,adservice_cpu_usage,adservice_cpu_system_usage,adservice_cpu_user_usage,adservice_memory_usage,adservice_memory_max_usage,adservice_pod_restarts_total,loadgenerator_cpu_usage,loadgenerator_cpu_system_usage,loadgenerator_cpu_user_usage,loadgenerator_memory_usage,loadgenerator_memory_max_usage,loadgenerator_pod_restarts_total,fs_reads_total,fs_writes_total,fs_read_seconds,fs_write_seconds,fs_usage_bytes,fs_limit_bytes,network_receive_bridge,network_receive_eth0,network_transmit_bridge,network_transmit_eth0,network_receive_errors_bridge,network_receive_errors_eth0,network_transmit_errors_bridge,network_transmit_errors_eth0,attack
0,0.41330373893311295,0.36084945414285435,0.014134389647689094,0.0,0.0,0.5428248975686351,0.24888083500736174,0.3079801013814551,0.0,0.0,0.0,0.3761790213970924,0.3936541825801202,0.25614729363888744,0.0,0.0,0.0,0.4035088618100685,0.3889653422069316,0.4286904435151847,0.0,0.0,0.0,0.09288608166269943,0.1505179896402072,0.38155188648077176,0.0005467975105271083,0.0,0.0,0.0816976651536017,0.0,0.0,0.0,0.0,0.0,0.7136200690462344,0.10614469842122752,0.14725362077438892,0.0,0.0,0.0,0.20237842929471328,0.0,0.2860427022856348,0.04552146176716754,0.0,0.0,0.5795967519050313,0.29936585992264925,0.4576131468925286,0.06339631231504583,0.0,0.0,0.27601516281749233,0.0,0.32061684364107973,0.0,0.0,0.0,0.15775277638555488,0.22721814403709,0.19710895393952205,0.0015436863229396636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.47505501237659187,0.2120210997340355,0.0,0.0,0.0,0.5338645627784223,0.3048554772024154,0.30286381956697495,0.0018410442402938543,0.0,0.0,0.4050117750659443,0.49142445610722196,0.3297768696221958,0.036751377610208635,0.006199460916441968,0.0,0.5911508697868504,0.38986210202757965,0.6688134717535561,0.01051699731159772,0.011312947016533847,0.0,0.07509255428328866,0.0,0.464996035416942,0.006548853905151475,0.0,0.0,0.08509657160603426,0.0,0.132699606409896,0.00557339040485072,0.0,0.0,0.7583823453636706,0.0,0.2075360923012986,0.0,0.0,0.0,0.24425409160485104,0.0,0.3303703563161689,0.04696475478451578,0.0,0.0,0.6549211665767342,0.23181804447667392,0.5251329849640782,0.06979854313680889,0.0,0.0,0.2927871370857552,0.15927670185443266,0.29034965956067116,0.007628071724369967,0.0,0.0,0.11961292173362525,0.0,0.09339814912664743,0.0007718431614698318,0.0,0.0,0.0065359477123934084,0.0031678753645920654,0.0,0.0,0.0024325967970799667,0.0,0.0032194414516668046,0.001608613005183647,0.0024194610926344395,0.00032396054275574127,0.0,0.0,0.0,0.0,0
2,0.4187467674861109,0.6253431013344357,0.12196961751631652,0.0,0.0,0.4558660138164051,0.44112834482799734,0.39309213438058765,0.0036820884805877085,0.0,0.0,0.3969419164071305,0.5424325680698859,0.32432362526511826,0.01951312354988355,0.012398921832883936,0.0,0.5437006734412103,0.1843800231239954,0.5417173902513845,0.010976962962056414,0.011312947016533847,0.0,0.06787090222291478,0.0,0.28736000066076384,0.016369409858341344,0.0,0.0,0.05654701219340043,0.0,0.3276005060444195,0.00557339040485072,0.0,0.0,0.7448417751801606,0.084608912676136,0.4805528710572232,0.0,0.0,0.0,0.18773401624867536,0.0,0.2896191451953604,0.04696475478451578,0.0,0.0,0.681338259873919,0.07902201172347112,0.516257118546888,0.07264397905759168,0.0,0.0,0.4178845358464368,0.32842626854833107,0.2917438396692875,0.019074120787874627,0.421831569796959,0.0,0.1747696787042655,0.2335407812712103,0.09600009058107761,0.0,0.0,0.0,0.0065359477123934084,0.005093273882431748,0.0,0.007042253521126807,0.004037434961821518,0.0,0.0051080717129594055,0.0016601049451346814,0.003918879870645195,0.0003602285680276429,0.0,0.0,0.0,0.0,0
3,0.349993224841738,0.6103610836590614,0.23909869063274014,0.0,0.0,0.6041347572665808,0.5402392718125406,0.3780324444260854,0.0025314358304040496,0.0,0.0,0.33887044195882154,0.3693849255292907,0.14040379873433,0.019975348027841733,0.012398921832883936,0.0,0.41169825530312537,0.2146597670680466,0.4047798569514183,0.013631709277232007,0.011312947016533847,0.0,0.054627176839130175,0.0,0.1256772829390776,0.001591344249906368,0.0,0.0,0.07190090940745782,0.0,0.29035001405678945,0.006688068485820153,0.0,0.0,0.6503227801046735,0.14548674693684202,0.439483344932565,0.0,0.0,0.0,0.2532320734722712,0.0,0.12555496527909535,0.04915856017088416,0.0,0.0,0.410440493268231,0.0,0.3360545855582512,0.07264397905759168,0.0,0.0,0.5630488489405231,0.22305252534960832,0.465578138931669,0.04538216560509589,0.843663139593918,0.0,0.1652790234508956,0.4786304259295999,0.17299778076359848,0.0015436863229396636,0.0,0.0,0.0065359477123934084,0.007446049187984138,0.0,0.014084507042253613,0.006081491992702581,0.0,0.007609308167522921,0.0017443644832363797,0.006063088515365467,0.0004378370696587197,0.0,0.0,0.0,0.0,0
4,0.46212972805850683,0.37132391427390266,0.22798964123498422,0.0,0.0,0.5241752040741221,0.4313896720891278,0.2620884697773503,0.0027615663604398932,0.0,0.0,0.39111396567255213,0.183925498101727,0.22170132602210613,0.025413283062645675,0.012398921832883936,0.0,0.351622637256233,0.29619300076139987,0.4210084440641296,0.01838026818751093,0.011312947016533847,0.0,0.05226697544960695,0.15756684866302673,0.2407451764239461,0.006138301621499753,0.0,0.0,0.1156788872541792,0.0,0.07350295192578016,0.008939718209380665,0.0,0.0,0.7117282905536213,0.4214184206619108,0.2089032624076047,0.0,0.0,0.0,0.2358648298598846,0.0,0.0,0.04915856017088416,0.0,0.0,0.596927931247779,0.26831603517041336,0.38869357448484265,0.07406669701798663,0.0,0.0,0.4010548608905662,0.07071459464654717,0.38407635567804166,0.05287885476445808,0.843663139593918,0.0,0.15380747315940807,0.6495609134670606,0.2707385377194704,0.0,0.0,0.0,0.0065359477123934084,0.010622736445106334,0.0,0.014084507042253613,0.008471856206499595,0.0,0.010682250000425275,0.0018394265262229037,0.008410548673227311,0.0005047934240068885,0.0,0.0,0.0,0.0,0
5,0.4566428041139524,0.42206920045634466,0.23000653473493982,0.0,0.0,0.6721670586338512,0.4007668739084043,0.19837394295965396,0.0036820884805877085,0.0,0.0,0.48070545369349277,0.34027429264876424,0.30346227130860626,0.03448557134570773,0.012398921832883936,0.0,0.452026599518934,0.39271876145624773,0.5084973440754315,0.013580715302679902,0.0279762234974803,0.0,0.05295475183630923,0.3538919221615568,0.28861338707545925,0.013050476131652777,0.0016190261446846765,0.0,0.11594396117686544,0.0,0.19539991565926346,0.011191367932941176,0.0,0.0,0.8094125181264769,0.6223354237515819,0.07258370412393916,0.0028991389557297964,0.0,0.0,0.2504945249028611,0.17609961320747097,0.0,0.05276679271425522,0.01553653719552317,0.0,0.48639827329797447,0.14012078498912256,0.4536689975167978,0.07479228317778208,0.0,0.0,0.2462392999844901,0.11477939566747293,0.24856326497527764,0.04577894095141932,0.843663139593918,0.0,0.18000672663483605,0.46057619012812345,0.29965277253581724,0.0,0.0,0.0,0.009803921568590113,0.012869769040296797,0.0,0.014084507042253613,0.010600378403944788,0.0,0.01291442306959803,0.001939889821651844,0.010048920080691387,0.0006272931177576657,0.0,0.0,0.0,0.0,0
6,0.6036990455615079,0.47437762704286124,0.25444321638040224,0.0,0.0,0.7088303021593827,0.1928197592975638,0.16104485450758002,0.0027615663604398932,0.0,0.0,0.9066204954818486,0.7666938861149626,0.5828386615626024,0.05036434164733139,0.012398921832883936,0.0,0.4484653532556489,0.44959956008008806,0.498998175565494,0.01991212718305224,0.0279762234974803,0.0,0.07811232248115332,0.14501609967800644,0.22386885489626007,0.02469217661741241,0.004857078434054141,0.0,0.12822205979691256,0.0,0.23083005341579985,0.07813893347601208,0.04093407895360457,0.0,0.7798507188022172,0.5071797736126528,0.030567548758002647,0.0028991389557297964,0.0,0.0,0.22224773342752852,0.0,0.0,0.053488439222929784,0.03107307439104634,0.0,0.6773357198320675,0.11166568467488519,0.5592438577984178,0.0776519462781664,0.0,0.0,0.6404697851503356,0.18201526049092004,0.6429987030882711,1.0,0.8667029479120627,0.0,0.1850945685721069,0.23200058475257657,0.3354262594543999,0.0015436863229396636,0.0,0.0,0.026143790849630477,0.01567635681115237,0.0,0.014084507042253613,0.013379282383944258,0.0,0.01578176064769138,0.0020641186278274187,0.012331757169496083,0.0008111694696608662,0.0,0.0,0.0,0.0,0
7,0.44641136089073286,0.4106401778537958,0.27019112082805563,0.0,0.0,0.7178730026321968,0.2440137339874463,0.17146477909110758,0.004142349540659396,0.0,0.0,0.31406201400081596,0.33514087482172683,0.3282734554170331,0.05626450116009263,0.012398921832883936,0.0,0.400792939241719,0.44745495050900996,0.3151759045481699,0.020984020528134417,0.0279762234974803,0.0,0.07211442879633759,0.2971860562788744,0.07484802431610943,0.016369409858341344,0.017763082507494365,0.0,0.10502730731949092,0.0,0.10893308968231656,0.18862582486177892,0.08186815790720914,0.0,0.7282279850718802,0.3123113144182298,0.03558270472094228,0.007276838778881967,0.0,0.0,0.3563022489108677,0.1747874256090569,0.0,0.07660999336085084,0.03107307439104634,0.0,0.6748417409157309,0.26635016316171134,0.5161744811699005,0.07978602321875528,0.0,0.0,0.7798912642082173,0.4671135886715684,0.7667499189430169,0.07905814466796901,0.8667029479120627,0.0,0.177808205175552,0.2151576221454154,0.21774634278899135,0.0015436863229396636,0.0,0.0,0.04575163398692439,0.01888388569213012,0.0,0.014084507042253613,0.01588789783093425,0.0,0.018825783459547746,0.0021314542416095428,0.014669125203749966,0.0008809156721070188,0.0,0.0,0.0,0.0,0
8,0.544292358575728,0.4644434350764448,0.27059449952804693,0.0,0.0,0.7167636946090784,0.3916228041416556,0.17361869242707678,0.009444556952703742,0.00045152026874539786,0.0,0.483756266233635,0.4927145445420753,0.4733448433431621,0.05717082366589299,0.012398921832883936,0.0,0.395870209512197,0.38697019260596155,0.2250230072493017,0.024404696341080223,0.03594829658577492,0.0,0.0636434954085553,0.42814643707125855,0.0,0.021053520758322786,0.017763082507494365,0.0,0.1129167856100935,0.03741086655251102,0.0,0.2857365792759037,0.0907539927017682,0.0,0.7059351789828563,0.6787802515572083,0.07916723013645315,0.008726408256748641,0.0,0.0,0.3239226421759095,0.18604801395360102,0.0,0.08310481193891928,0.031543308567666184,0.0,0.5974033665425161,0.3189509306260575,0.47461502204683603,0.08120874117914667,0.0,0.0,0.7670807883483386,0.6380999674286232,0.7862654008267813,0.08129427592440663,0.8667029479120627,0.0,0.15535971009522803,0.2503837438783715,0.17668443062244296,0.0015436863229396636,0.0,0.0,0.04575163398692439,0.020822502048765013,0.0,0.021126760563380337,0.017492735995674025,0.0,0.020683895278233888,0.002184026432049062,0.016164242698761738,0.000929103957433397,0.0,0.0,0.0,0.0,0
9,0.6108902557956231,0.468803727406766,0.2709978782280382,0.0,0.0,0.6027047488197173,0.29868889299530876,0.22438908526546245,0.011975992783105127,0.00045152026874539786,0.0,0.31167367515360095,0.5828775493423385,0.3965381597779043,0.05898346867749371,0.012398921832883936,0.0,0.42561727841632446,0.250173429965314,0.3692647367486317,0.030735088341961703,0.04392036967406954,0.0,0.05690140618031564,0.4524709505809884,0.0,0.030375419181148056,0.017763082507494365,0.0,0.09346443774527177,0.07738849852905932,0.08089682316558898,0.27345282682361294,0.14828681105160912,0.0,0.7291149862717242,0.45929340563776616,0.4285360890029389,0.011625547212478438,0.010027821700926864,0.0,0.392546803249735,0.0,0.0,0.06647807637906666,0.03201354274428603,0.0,0.6456098732611242,0.32211974256707765,0.5498660458321176,0.08405417709992946,0.0,0.0,0.6540622207286719,0.510342746995157,0.6882872659479614,0.07971505749301055,0.8667029479120627,0.0,0.17592046084043367,0.0,0.12500490647503737,0.0007718431614698318,0.0,0.0,0.04575163398692439,0.02335151520492057,0.0,0.02816901408450706,0.019680383809717483,0.0,0.023191742058899678,0.002339942585886809,0.018305773106186085,0.0011880525854242041,0.0,0.0,0.0,0.0,0
